Experience_Years,Python_Score,ML_Score,SQL_Score,WebDev_Score,SystemDesign_Score,Communication_Score,Certifications_Count,Expected_Salary,Role
2.1,53.4,62.0,60.3,61.0,43.4,75.8,4,23.98,Product Manager
15.0,50.6,34.9,67.1,73.4,59.1,59.8,2,33.07,Product Manager
0.5,56.3,53.1,39.5,100.0,59.4,73.7,1,13.38,UX Designer
2.0,47.8,19.5,68.9,74.5,74.1,61.2,1,22.41,Product Manager
14.0,67.2,53.4,19.4,81.2,48.5,59.2,0,27.37,UX Designer
8.0,94.2,38.3,50.6,47.9,55.5,62.4,2,27.55,Cybersecurity Analyst
6.8,70.8,73.3,52.7,37.5,42.1,65.5,2,27.16,Machine Learning Engineer
1.2,60.5,44.0,69.5,59.2,53.3,69.4,2,19.33,Product Manager
0.7,59.7,52.7,60.3,60.1,57.9,72.8,1,18.59,Product Manager
4.4,36.9,42.3,38.9,36.4,48.2,25.7,2,19.07,Cybersecurity Analyst
10.6,80.9,89.8,45.2,54.5,17.5,60.3,2,29.59,Machine Learning Engineer
3.3,63.6,48.6,63.0,66.0,56.0,65.3,2,21.66,Product Manager
3.4,61.8,91.7,58.8,65.2,56.6,88.1,1,23.64,Product Manager
1.3,100.0,71.3,51.3,68.1,37.8,57.0,3,19.99,Machine Learning Engineer
5.9,70.4,64.6,52.8,63.8,26.9,72.0,3,22.88,UX Designer
0.8,51.5,62.4,70.4,47.9,76.6,87.9,1,19.57,Product Manager
1.6,57.3,62.9,52.2,47.7,58.8,54.2,3,21.69,Product Manager
2.2,85.7,16.4,58.7,34.0,45.9,74.7,2,20.63,Product Manager
2.8,67.0,49.4,92.5,93.7,29.5,60.4,4,20.53,UX Designer
1.1,39.1,71.9,38.6,58.3,35.2,63.9,2,13.42,UX Designer
0.5,81.5,54.0,32.2,53.5,73.4,60.4,3,18.09,Product Manager
3.8,53.0,26.9,71.8,39.4,52.5,61.2,1,19.29,Cybersecurity Analyst
1.4,98.7,54.0,49.8,100.0,40.1,100.0,3,17.2,UX Designer
3.5,84.4,89.1,55.2,36.5,59.2,80.1,1,24.33,Product Manager
0.7,56.9,79.9,48.3,49.4,35.3,83.2,3,18.47,Product Manager
2.6,88.1,53.8,56.1,66.3,77.0,75.9,0,25.9,Product Manager
3.0,66.2,74.0,84.0,70.0,74.4,50.7,0,23.03,Product Manager
0.2,80.3,47.7,72.0,77.2,41.6,74.7,1,14.57,UX Designer
1.6,73.7,20.9,72.9,94.2,38.7,82.9,2,16.47,UX Designer
0.6,49.8,36.5,38.8,68.1,2.9,59.8,1,12.82,UX Designer
0.3,53.4,86.3,42.7,36.9,23.3,81.6,0,14.41,Product Manager
15.0,83.5,49.5,17.4,52.9,25.9,78.5,2,35.08,Product Manager
1.6,59.0,50.1,47.9,64.2,52.4,92.2,0,19.87,Product Manager
6.6,57.7,49.0,74.4,99.4,44.1,65.0,3,25.21,UX Designer
1.2,47.8,93.1,67.8,30.0,25.8,56.8,2,17.52,Machine Learning Engineer
4.6,72.6,87.5,56.7,82.1,44.9,65.7,2,21.66,UX Designer
5.7,100.0,99.4,59.7,61.6,59.1,87.2,1,26.39,Machine Learning Engineer
3.6,45.8,51.8,49.7,74.8,59.5,48.1,0,16.14,UX Designer
2.6,65.4,60.9,63.1,56.0,15.8,45.2,0,15.2,Data Analyst
2.1,90.4,24.7,71.5,41.2,47.7,71.1,1,17.64,Data Analyst
1.7,63.6,84.5,35.8,73.0,25.1,64.7,2,17.08,UX Designer
10.6,73.1,31.6,64.5,71.1,66.2,70.1,4,32.91,Product Manager
7.1,45.9,59.3,74.0,77.4,64.1,81.3,3,30.14,Product Manager
13.4,72.7,33.1,53.8,57.7,33.8,63.4,3,32.64,Product Manager
0.5,61.6,43.2,70.5,46.0,36.2,47.5,2,16.86,Cybersecurity Analyst
5.3,82.7,38.3,100.0,26.8,41.7,94.5,1,21.53,Data Analyst
11.1,86.4,42.8,58.4,74.4,9.4,58.0,0,27.46,UX Designer
0.8,100.0,44.2,65.9,66.5,56.0,57.3,2,17.85,Cybersecurity Analyst
0.3,75.4,44.0,48.9,38.7,45.1,83.2,0,16.0,Product Manager
5.4,70.9,71.7,62.7,47.2,67.5,65.4,4,27.33,Product Manager
3.4,68.5,32.9,66.9,48.7,30.2,69.2,2,18.64,Data Analyst
7.4,58.6,59.4,62.9,28.3,38.9,75.8,0,22.11,Data Analyst
0.6,71.1,79.4,44.7,41.6,22.9,83.0,0,15.88,Product Manager
6.3,59.7,44.7,63.1,35.3,31.9,66.0,1,26.61,Product Manager
0.9,68.0,40.6,81.9,49.8,28.7,88.2,1,19.71,Product Manager
0.7,88.7,50.4,66.7,43.2,67.9,44.4,2,14.59,Cybersecurity Analyst
0.7,46.9,78.6,74.4,25.5,37.4,79.1,0,15.01,Product Manager
6.7,85.5,58.9,56.4,98.5,52.2,59.9,0,23.11,UX Designer
4.4,88.7,44.4,71.2,83.1,43.1,86.5,1,20.55,UX Designer
3.0,62.9,64.7,64.2,42.4,27.1,71.7,2,18.97,Data Analyst
1.8,26.8,33.0,45.7,63.4,47.0,61.9,1,17.61,Product Manager
8.4,54.1,68.6,64.8,66.3,60.8,78.0,3,31.53,Product Manager
2.0,88.3,63.2,45.1,81.8,28.3,80.7,1,17.56,UX Designer
6.8,64.6,48.8,50.5,41.6,64.6,77.7,1,25.71,Product Manager
2.3,47.0,38.2,62.8,79.8,34.7,57.6,3,21.71,Product Manager
1.9,55.9,37.3,64.5,47.0,41.3,64.2,2,21.64,Product Manager
2.5,80.1,65.7,42.2,31.3,59.6,70.0,2,22.04,Product Manager
1.4,74.8,79.6,75.8,72.5,38.1,69.5,1,16.79,Cybersecurity Analyst
5.5,60.7,42.3,68.6,83.8,50.7,79.0,3,21.96,UX Designer
2.8,58.4,64.2,49.4,100.0,44.3,45.8,2,19.57,UX Designer
1.1,57.9,13.3,36.9,34.0,52.3,74.0,2,18.58,Product Manager
9.2,48.4,43.3,57.8,72.0,7.1,66.5,2,25.63,UX Designer
1.9,94.1,54.4,53.3,49.8,17.1,59.9,1,14.89,Data Analyst
3.1,59.2,36.8,61.7,73.7,61.1,61.1,2,22.49,Product Manager
9.5,86.9,36.3,54.6,28.6,68.7,67.4,1,28.02,Product Manager
3.9,92.4,41.6,29.9,32.7,33.6,26.8,0,18.23,Cybersecurity Analyst
0.5,83.0,60.8,54.2,42.5,45.6,61.6,2,21.24,Product Manager
11.2,57.2,51.3,55.4,59.6,55.3,59.5,1,30.64,Product Manager
4.0,72.3,10.2,69.5,45.2,62.5,76.4,4,20.92,Cybersecurity Analyst
1.6,64.6,12.6,49.5,71.2,13.5,60.3,2,14.55,UX Designer
0.6,48.7,42.9,85.2,78.5,34.1,67.4,1,14.81,UX Designer
6.3,70.8,64.2,31.3,70.0,44.0,88.5,0,28.16,Product Manager
3.9,43.8,0.0,79.7,90.4,62.7,81.9,0,18.91,UX Designer
3.0,86.4,45.0,56.6,66.3,95.0,80.8,2,24.62,Product Manager
9.0,56.6,44.5,72.9,33.7,45.9,64.0,1,25.58,Data Analyst
6.2,68.6,82.8,61.2,85.3,24.7,76.5,1,23.88,UX Designer
0.7,70.1,47.3,77.1,45.9,57.2,67.2,2,15.14,Cybersecurity Analyst
1.5,60.3,62.7,54.2,76.2,73.8,67.6,0,20.05,Product Manager
1.1,75.6,57.8,43.5,89.5,51.9,74.9,4,17.93,UX Designer
5.4,56.5,12.4,81.3,67.1,33.7,62.8,1,21.29,Data Analyst
0.1,80.7,70.4,58.3,28.1,67.2,87.9,0,16.62,Product Manager
3.4,40.8,59.3,63.3,39.6,61.9,68.1,2,25.35,Product Manager
5.7,67.3,65.2,78.5,84.5,31.5,77.4,0,24.94,UX Designer
8.4,99.9,100.0,44.5,54.6,56.9,87.5,0,27.7,Machine Learning Engineer
1.7,47.0,13.3,68.9,59.6,68.0,82.4,0,21.44,Product Manager
6.9,52.8,89.5,51.2,73.2,71.3,53.1,0,26.16,Machine Learning Engineer
0.5,74.3,49.3,58.0,71.9,48.8,75.3,4,15.77,UX Designer
7.5,68.2,60.7,61.1,63.6,43.6,80.2,2,29.44,Product Manager
0.5,71.3,54.1,37.5,53.8,72.1,80.7,4,20.73,Product Manager
2.0,73.8,46.5,48.3,51.7,28.2,56.6,1,19.39,Product Manager
6.4,76.4,43.6,80.3,75.2,57.9,62.1,2,23.89,Cybersecurity Analyst
0.6,85.0,61.6,73.3,69.1,25.3,81.9,1,13.48,Data Analyst
1.0,72.4,24.7,59.1,52.9,69.2,60.9,0,14.82,Cybersecurity Analyst
5.1,60.7,70.0,63.6,79.6,45.4,66.4,1,19.68,UX Designer
5.1,77.1,46.7,55.6,55.4,72.8,88.9,2,27.81,Product Manager
4.1,99.2,32.4,80.3,41.0,58.8,69.4,2,21.74,Data Analyst
4.7,62.6,46.0,57.0,42.8,28.0,61.3,2,23.35,Product Manager
3.1,47.5,80.1,63.5,38.4,75.6,59.5,1,23.25,Product Manager
1.2,84.9,44.3,77.2,52.6,77.9,74.0,1,20.81,Product Manager
1.7,62.8,62.2,48.3,82.7,65.9,54.0,2,18.42,Cybersecurity Analyst
0.8,25.9,40.4,83.4,41.9,36.3,67.0,0,15.44,Product Manager
9.6,80.3,70.2,37.0,61.8,44.5,74.0,0,30.38,Machine Learning Engineer
3.5,55.4,68.7,84.4,44.9,52.6,85.6,1,22.41,Product Manager
2.0,63.4,92.0,54.4,52.8,37.3,78.0,2,20.74,Machine Learning Engineer
2.5,71.0,51.5,56.4,27.8,80.5,61.4,3,24.73,Product Manager
11.8,68.4,68.4,31.6,53.6,52.6,84.1,2,30.69,Product Manager
0.7,77.8,57.0,53.2,54.1,1.3,66.4,1,13.33,Data Analyst
3.5,57.2,80.9,44.4,68.8,56.1,55.2,2,21.12,Machine Learning Engineer
2.8,74.2,40.6,50.9,62.5,43.7,67.9,1,22.22,Product Manager
3.8,60.3,69.9,57.9,34.0,48.7,87.3,3,23.28,Product Manager
0.1,78.3,51.1,74.4,79.7,43.4,72.0,1,14.87,UX Designer
8.2,76.1,53.7,63.1,62.2,64.5,70.2,0,26.36,Product Manager
10.8,48.2,56.8,64.6,62.0,70.2,89.6,1,31.86,Product Manager
3.3,84.5,60.0,43.6,57.8,55.1,52.8,0,19.35,Cybersecurity Analyst
4.8,55.4,52.7,46.8,47.6,43.9,54.6,3,26.44,Product Manager
10.2,79.5,59.3,87.0,62.4,49.3,50.6,1,25.32,Data Analyst
4.9,71.6,86.6,49.0,67.5,50.4,74.5,2,24.94,Machine Learning Engineer
0.7,98.1,74.7,84.8,23.1,35.6,72.0,1,15.18,Data Analyst
3.4,61.0,72.4,56.4,47.2,60.4,88.5,4,27.2,Product Manager
3.7,58.7,45.9,60.0,52.9,58.3,72.9,0,20.71,Product Manager
2.2,64.7,37.2,76.1,63.1,77.7,65.2,0,21.91,Product Manager
5.3,59.5,74.1,79.1,81.9,72.6,70.0,2,26.82,Product Manager
10.9,79.4,72.5,58.3,42.6,37.7,71.4,1,30.97,Product Manager
10.4,35.9,84.5,54.2,48.0,64.8,49.9,2,30.82,Product Manager
2.4,46.0,42.9,59.2,47.7,32.9,100.0,1,19.74,Product Manager
0.5,45.8,50.4,65.1,42.0,62.5,76.2,1,15.06,Product Manager
15.0,82.1,22.2,73.4,51.1,40.7,72.5,0,29.07,Data Analyst
7.3,95.8,47.2,60.1,73.4,31.6,77.4,2,21.93,UX Designer
0.5,63.1,74.9,69.3,36.9,55.0,78.5,1,19.97,Product Manager
10.1,62.0,45.7,84.6,66.6,1.9,68.3,0,23.01,Data Analyst
8.2,66.3,67.8,65.7,24.0,18.5,62.4,2,21.21,Data Analyst
2.9,85.9,51.2,64.7,46.8,46.8,77.2,2,23.72,Product Manager
3.6,48.3,61.5,37.2,51.4,51.5,74.6,1,21.39,Product Manager
2.0,69.3,32.0,20.5,91.5,43.4,60.3,1,14.67,UX Designer
0.2,82.6,56.7,65.8,52.5,21.6,87.0,2,19.49,Product Manager
1.6,74.0,0.0,58.6,14.0,35.3,73.5,1,14.19,Cybersecurity Analyst
6.5,68.4,51.3,52.3,18.0,57.0,78.8,1,25.87,Product Manager
0.0,83.0,22.4,63.7,58.7,60.5,86.7,2,16.96,Product Manager
1.6,16.3,79.1,59.1,70.3,49.7,70.3,0,18.41,Product Manager
2.0,77.2,70.5,76.9,65.5,70.8,73.8,3,22.75,Product Manager
3.1,53.2,64.3,61.3,61.4,57.2,79.7,2,23.88,Product Manager
10.1,32.0,85.4,48.8,81.2,36.5,61.3,1,26.93,UX Designer
1.7,74.2,36.0,74.9,47.2,45.0,70.6,3,17.89,Data Analyst
1.7,89.7,89.9,56.7,75.9,24.7,71.5,5,20.85,Machine Learning Engineer
5.4,62.5,73.6,67.9,25.4,48.1,58.5,1,23.86,Product Manager
2.4,82.2,50.3,52.8,39.9,70.0,97.8,1,23.14,Product Manager
1.0,94.0,77.7,50.3,21.9,62.3,53.1,2,17.47,Machine Learning Engineer
2.4,88.7,32.9,61.3,52.5,75.2,54.4,2,19.88,Cybersecurity Analyst
0.6,94.5,38.5,60.2,57.1,44.5,85.8,0,19.98,Product Manager
0.8,78.4,42.8,67.2,60.3,74.2,78.6,0,15.4,Cybersecurity Analyst
2.8,66.4,44.4,56.0,59.2,46.5,57.7,4,25.34,Product Manager
2.2,36.2,33.9,32.5,39.4,76.5,77.3,1,20.83,Product Manager
9.9,60.6,79.5,53.5,54.2,49.6,87.6,0,30.12,Product Manager
1.8,49.8,49.8,71.9,28.1,62.7,69.6,0,19.19,Product Manager
3.5,100.0,62.1,55.5,85.3,76.6,100.0,2,27.14,Product Manager
4.0,61.8,43.6,56.3,51.9,46.5,49.3,2,21.07,Data Analyst
0.1,67.2,18.6,74.8,48.2,53.9,78.3,3,16.49,Product Manager
4.4,74.9,60.4,49.3,89.8,73.2,84.0,1,25.38,Product Manager
0.8,65.8,16.8,36.9,33.2,47.6,80.7,2,18.05,Product Manager
13.0,95.5,53.6,57.6,35.5,26.2,67.5,2,34.02,Product Manager
0.6,53.8,27.6,52.7,36.1,88.6,66.5,2,18.06,Product Manager
2.1,68.5,94.7,45.5,56.6,41.5,75.3,0,18.81,Machine Learning Engineer
0.4,51.6,73.2,57.4,66.6,52.9,79.8,1,21.08,Product Manager
15.0,41.2,57.1,67.4,72.8,70.8,77.2,2,33.64,Product Manager
2.8,54.0,80.3,59.9,100.0,39.0,82.5,0,16.98,UX Designer
3.6,64.3,38.1,64.6,13.0,31.9,57.8,0,17.18,Cybersecurity Analyst
0.3,57.3,65.9,87.2,70.2,54.6,67.3,3,18.44,Cybersecurity Analyst
5.5,52.5,59.0,54.9,46.9,17.7,58.7,2,19.95,Data Analyst
0.9,39.7,60.3,64.2,46.3,44.8,65.4,2,19.48,Product Manager
9.1,63.5,80.4,52.4,45.6,54.4,82.2,1,30.15,Product Manager
0.9,37.9,69.6,47.3,39.8,45.1,71.3,1,18.21,Product Manager
0.8,78.7,60.8,51.2,91.7,22.2,100.0,0,17.34,UX Designer
0.1,66.5,21.9,52.8,74.8,78.7,72.3,3,19.26,Product Manager
2.6,38.8,35.8,65.4,58.5,51.9,70.7,1,21.86,Product Manager
3.3,59.4,52.5,95.2,85.0,75.8,71.3,0,19.1,Data Analyst
0.3,51.5,56.9,49.3,27.7,45.3,62.3,3,18.72,Product Manager
6.0,70.7,32.4,53.8,31.4,34.2,69.3,1,25.91,Product Manager
2.4,89.1,100.0,59.1,14.4,54.8,83.5,2,23.58,Product Manager
3.0,31.2,85.3,65.9,44.0,46.1,71.4,1,21.63,Product Manager
2.3,67.1,67.0,64.0,61.2,28.8,60.5,0,15.22,Data Analyst
2.0,62.1,56.4,79.3,60.1,76.5,58.9,2,21.27,Product Manager
3.3,77.1,50.8,23.6,61.0,38.8,64.6,0,21.82,Product Manager
0.7,68.8,36.0,24.2,29.8,16.9,70.9,1,18.38,Product Manager
0.8,51.5,56.5,52.6,74.1,73.9,84.3,1,18.75,Product Manager
7.9,59.3,60.2,76.5,62.8,40.9,53.9,1,23.92,Data Analyst
11.7,50.7,30.2,36.5,72.7,39.1,66.2,1,24.51,UX Designer
1.9,84.4,61.7,14.9,20.1,18.2,71.7,1,17.09,Product Manager
1.3,65.4,51.9,68.6,64.2,81.3,48.0,0,18.33,Product Manager
4.1,99.2,16.8,63.7,34.2,26.8,60.0,5,21.64,Data Analyst
2.1,63.9,37.8,43.6,50.1,51.1,61.8,0,15.98,Cybersecurity Analyst
0.1,52.2,46.7,45.2,68.7,66.4,60.4,0,14.86,Product Manager
0.7,37.8,92.8,45.5,59.8,57.6,72.3,3,18.83,Product Manager
5.0,32.5,66.1,61.7,41.0,48.9,68.1,1,25.12,Product Manager
4.3,36.5,28.3,50.6,58.1,19.4,63.3,3,18.8,UX Designer
0.1,69.8,64.7,67.4,27.4,35.4,75.1,2,13.03,Data Analyst
1.0,74.2,24.1,17.2,81.0,53.4,90.7,2,19.63,Product Manager
1.1,36.5,76.7,47.1,53.9,35.8,89.7,1,18.6,Product Manager
4.5,81.1,45.6,43.1,80.4,53.7,46.9,2,20.4,UX Designer
0.1,56.3,53.1,56.2,47.5,62.3,76.9,0,16.88,Product Manager
0.4,67.6,81.5,51.9,47.5,67.3,67.9,1,19.3,Product Manager
6.4,94.0,29.3,72.0,42.7,27.9,71.9,0,20.45,Data Analyst
0.8,81.1,27.1,32.1,75.5,89.5,65.2,1,19.46,Product Manager
4.2,60.2,43.3,60.7,43.8,63.8,71.4,0,21.4,Product Manager
1.1,49.0,75.8,68.4,70.9,50.0,71.8,1,22.19,Product Manager
0.4,26.3,24.6,87.8,50.4,69.6,63.1,1,14.61,Cybersecurity Analyst
1.1,52.1,0.0,52.8,18.5,92.6,59.2,3,20.09,Product Manager
5.1,61.2,46.0,64.9,46.6,24.1,64.6,0,19.81,Data Analyst
7.7,47.2,66.0,32.9,34.4,45.9,72.8,0,30.58,Product Manager
7.1,62.6,79.0,24.1,58.7,7.2,77.2,2,22.4,UX Designer
2.0,66.4,45.7,72.7,34.2,53.5,80.2,1,22.27,Product Manager
4.4,61.0,46.8,59.9,76.5,56.6,64.1,4,22.74,Cybersecurity Analyst
0.9,53.3,78.1,77.7,56.2,49.3,73.4,0,17.73,Product Manager
1.4,68.0,17.6,39.4,54.4,38.2,81.6,1,18.47,Product Manager
9.1,73.0,47.2,67.8,71.1,13.1,84.0,2,31.76,Product Manager
0.1,45.4,58.8,88.0,77.3,56.7,69.3,4,19.05,Product Manager
0.4,90.4,64.0,66.3,57.6,76.2,67.3,3,15.32,Cybersecurity Analyst
0.9,63.2,44.8,64.1,42.6,39.4,72.3,1,15.29,Data Analyst
0.1,65.3,55.7,60.1,22.5,57.9,56.2,1,17.8,Product Manager
0.8,77.7,5.2,36.4,44.3,21.8,67.7,2,17.1,Product Manager
3.5,69.2,41.8,80.3,45.7,58.2,78.9,0,21.34,Product Manager
2.2,82.2,64.1,50.8,60.1,42.9,77.7,1,21.77,Product Manager
8.9,70.2,35.4,67.6,51.1,36.3,66.8,0,28.58,Product Manager
6.8,54.0,56.2,36.6,71.8,36.3,72.6,1,21.82,UX Designer
1.7,71.5,63.9,42.3,45.7,42.9,60.1,0,20.78,Product Manager
1.2,44.4,48.1,81.5,56.9,56.9,78.4,4,22.86,Product Manager
1.9,67.0,58.4,54.8,81.7,26.4,69.1,1,16.11,UX Designer
3.6,64.4,35.7,81.8,64.8,42.9,66.7,5,22.86,Cybersecurity Analyst
1.2,61.3,50.9,58.8,56.8,49.3,65.7,1,20.23,Product Manager
3.9,62.7,67.2,32.4,46.0,30.2,69.2,0,21.36,Machine Learning Engineer
2.1,31.1,58.1,73.4,45.3,82.3,64.6,2,22.72,Product Manager
3.2,55.1,43.3,51.2,41.0,34.6,77.9,1,22.76,Product Manager
2.3,66.7,59.5,70.5,47.2,38.0,65.3,2,15.91,Data Analyst
1.4,67.9,69.3,60.4,73.1,32.4,89.1,3,17.25,UX Designer
11.9,46.5,14.0,36.9,53.6,82.4,87.6,2,31.66,Product Manager
5.8,87.8,78.2,62.5,31.0,60.0,59.3,0,23.9,Machine Learning Engineer
0.6,49.4,48.3,92.9,93.4,33.1,70.8,1,14.13,UX Designer
8.1,82.5,63.5,67.4,64.4,69.9,62.2,2,29.57,Cybersecurity Analyst
2.7,72.7,78.9,59.1,29.9,53.6,66.1,0,22.11,Product Manager
9.0,53.4,27.6,76.1,49.2,54.6,94.0,0,28.68,Product Manager
6.4,97.0,40.8,63.2,60.2,43.8,66.3,4,27.45,Cybersecurity Analyst
2.2,43.5,49.2,63.1,92.1,36.5,74.3,1,16.59,UX Designer
0.1,81.5,39.3,43.6,35.8,56.1,76.5,2,17.69,Product Manager
1.3,83.0,89.7,63.5,77.5,40.2,58.0,2,19.9,Machine Learning Engineer
3.1,52.9,37.9,75.5,86.0,82.7,59.7,0,17.92,UX Designer
4.0,90.1,43.9,47.5,45.4,27.2,55.5,2,18.26,Data Analyst
1.2,60.5,59.1,81.4,52.4,77.7,59.4,3,17.24,Cybersecurity Analyst
0.6,70.2,31.0,58.6,37.3,48.0,35.8,2,16.36,Cybersecurity Analyst
7.2,69.7,47.1,46.7,53.9,55.4,76.5,2,28.87,Product Manager
15.0,62.6,61.3,75.0,57.3,65.0,94.7,0,34.34,Product Manager
3.0,79.6,48.3,55.7,71.2,38.7,71.8,0,23.3,Product Manager
0.8,79.3,53.1,71.4,79.8,65.6,53.0,3,16.53,Cybersecurity Analyst
1.3,33.5,44.4,55.6,43.0,1.3,62.3,1,13.39,UX Designer
0.1,88.5,24.7,59.1,18.7,37.0,64.5,1,9.37,Data Analyst
9.8,35.1,61.4,67.4,57.6,33.4,57.8,1,23.21,UX Designer
0.5,83.6,90.1,64.4,63.9,27.4,80.3,2,19.21,Product Manager
3.4,85.3,55.4,30.1,63.0,46.1,79.7,3,23.06,Product Manager
1.3,45.4,59.5,43.2,51.5,56.9,56.1,2,22.43,Product Manager
3.2,57.6,68.9,73.9,60.5,62.6,78.7,1,22.57,Product Manager
4.2,45.1,29.6,58.0,88.3,54.3,88.3,0,20.91,UX Designer
7.1,61.1,89.1,52.1,65.6,38.0,92.8,0,29.7,Product Manager
0.9,59.5,59.0,39.6,50.5,56.6,100.0,1,19.38,Product Manager
0.0,79.0,87.6,43.8,48.0,52.2,59.2,2,16.04,Machine Learning Engineer
0.6,88.6,40.3,29.7,54.6,66.8,100.0,2,20.78,Product Manager
9.2,90.1,91.4,58.5,90.7,64.0,65.7,2,29.99,Machine Learning Engineer
8.3,54.9,70.5,51.0,54.3,50.5,62.9,0,25.75,Product Manager
3.6,61.2,66.1,45.5,57.6,33.8,73.9,3,24.11,Product Manager
3.7,34.7,59.7,59.0,48.4,38.2,63.0,2,23.16,Product Manager
4.4,50.5,50.0,65.5,80.0,40.1,74.8,3,20.54,UX Designer
0.8,82.4,79.0,91.4,97.2,44.3,54.2,1,16.52,Data Analyst
9.8,94.1,57.8,37.3,67.0,54.8,67.1,2,31.21,Product Manager
2.2,42.8,15.7,77.4,59.7,62.9,85.4,1,19.19,Product Manager
1.9,54.3,32.7,74.6,58.7,49.1,69.3,2,19.64,Product Manager
2.9,64.5,51.3,48.3,10.3,50.3,71.7,1,21.43,Product Manager
0.2,70.0,61.2,63.0,72.9,52.6,75.7,2,16.43,Product Manager
0.7,50.4,53.9,53.1,60.7,40.7,84.0,0,17.73,Product Manager
5.4,72.6,79.4,62.8,66.6,33.3,50.1,0,23.87,Machine Learning Engineer
0.3,56.5,16.0,82.6,43.8,18.4,77.0,2,12.21,Data Analyst
3.7,64.7,57.9,69.1,50.3,37.5,66.8,0,18.41,Data Analyst
1.1,74.8,18.6,67.6,49.8,58.5,72.0,0,19.28,Product Manager
2.0,65.1,70.2,53.5,78.4,37.3,82.7,2,17.76,UX Designer
1.4,57.1,53.1,37.7,50.4,45.7,55.7,1,20.07,Product Manager
1.8,63.0,63.4,56.9,99.7,58.4,57.8,5,19.36,UX Designer
5.1,63.4,37.7,78.1,66.6,59.4,46.8,1,20.75,Data Analyst
1.4,58.3,80.6,37.1,32.5,30.6,63.4,1,16.71,Machine Learning Engineer
3.3,60.3,75.8,44.2,55.4,67.9,86.0,0,21.69,Product Manager
2.6,93.8,66.7,61.9,45.0,70.3,68.6,1,18.76,Cybersecurity Analyst
4.4,75.1,52.4,45.2,14.1,29.7,53.9,1,16.2,Data Analyst
11.0,59.7,66.6,48.1,90.0,35.2,64.2,4,29.3,UX Designer
5.3,77.5,40.9,53.6,72.1,71.4,52.1,0,22.91,Cybersecurity Analyst
1.0,59.0,72.1,39.5,68.7,47.4,56.5,1,20.19,Product Manager
0.1,86.1,88.0,45.4,61.3,10.0,74.7,0,16.02,Machine Learning Engineer
1.2,71.7,76.4,70.6,30.4,24.8,55.9,1,14.52,Data Analyst
3.6,63.1,40.4,40.4,48.3,45.5,83.4,1,24.04,Product Manager
0.2,73.1,62.2,36.0,74.8,29.1,69.1,0,11.35,UX Designer
2.7,36.7,29.1,50.5,37.0,42.6,71.0,0,19.22,Product Manager
3.6,44.7,66.4,71.0,7.4,50.6,66.7,0,22.48,Product Manager
1.6,43.5,64.0,57.0,53.5,76.3,79.3,2,17.84,Product Manager
5.9,67.6,17.6,53.0,55.2,44.8,79.4,1,25.25,Product Manager
0.5,96.2,31.8,60.7,60.7,69.3,74.0,1,19.02,Product Manager
0.3,100.0,49.3,33.8,72.6,75.7,76.8,2,18.17,Cybersecurity Analyst
5.2,76.5,49.0,67.4,70.8,75.8,67.5,4,28.38,Product Manager
2.7,74.0,30.8,65.8,63.2,55.1,76.5,2,23.01,Product Manager
4.7,32.6,62.8,53.9,81.9,14.7,65.9,0,17.98,UX Designer
2.3,55.2,60.0,75.1,27.6,58.3,70.0,1,21.25,Product Manager
1.1,50.8,51.1,43.1,68.1,68.9,66.7,1,18.92,Product Manager
6.8,53.8,39.9,76.9,70.5,48.5,64.5,4,27.95,Product Manager
6.4,62.0,76.0,62.3,33.2,81.4,61.7,0,24.47,Cybersecurity Analyst
4.7,56.5,88.1,55.0,27.9,65.5,75.6,1,25.7,Product Manager
1.3,29.4,45.3,59.7,43.1,60.2,85.7,1,17.33,Product Manager
3.6,78.5,42.8,58.4,44.8,69.6,84.1,2,24.77,Product Manager
1.8,45.7,64.8,78.3,73.1,56.0,54.9,1,16.8,UX Designer
0.4,69.3,47.8,43.8,45.7,5.1,85.5,5,18.89,Product Manager
10.0,100.0,52.2,48.6,40.9,41.0,66.2,2,30.2,Product Manager
0.6,48.5,69.8,75.5,45.8,71.5,77.2,0,18.56,Product Manager
12.0,19.5,16.8,51.1,80.4,35.5,59.1,1,24.88,UX Designer
2.4,59.9,81.4,73.5,58.3,46.0,71.7,2,22.59,Product Manager
0.8,84.8,56.5,85.5,54.4,31.2,73.8,1,12.76,Data Analyst
3.1,100.0,46.8,54.0,55.8,82.1,52.2,1,20.0,Cybersecurity Analyst
8.3,42.9,53.2,70.2,83.8,80.3,77.3,1,30.77,Product Manager
5.3,73.9,54.2,42.7,43.0,34.1,86.2,0,26.29,Product Manager
6.6,56.6,20.4,71.3,84.3,52.7,67.9,0,20.71,UX Designer
4.3,63.1,84.9,63.0,62.2,37.8,86.3,0,23.87,Product Manager
4.7,100.0,55.8,67.1,54.8,61.1,67.7,3,24.13,Cybersecurity Analyst
7.6,37.9,63.9,50.3,100.0,59.2,80.2,0,23.18,UX Designer
1.1,69.6,74.0,35.1,36.9,64.6,43.4,1,18.47,Product Manager
2.7,73.4,34.6,67.5,50.9,56.0,99.0,2,22.59,Product Manager
1.0,84.5,64.5,29.0,33.4,100.0,87.9,1,18.35,Product Manager
15.0,66.8,49.6,55.2,77.0,31.5,66.6,1,29.31,UX Designer
11.5,70.5,71.9,74.1,91.8,19.2,46.3,1,29.49,UX Designer
